Customer ID,Customer Name,Country/Region,City,State,Postal Code,Region,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Transaction_Count_TY,Transaction_Count_LY,Transaction_Count_Change,Transaction_Count_Change_Type,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
SH-20395,Shahid Hopkins,United States,Arlington,Virginia,22204,South,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888,2090,9798,0.7,30,14,16,Increase,0.765,0.176
BP-11185,Ben Peterman,United States,Arvada,Colorado,80004,West,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393,1985,408,0.788,16,24,-8,Decrease,0.778,0.83
TS-21205,Thomas Seio,United States,Hackensack,New Jersey,7601,East,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,39,5,1,2,6111,2517,3594,0.632,16,23,-7,Decrease,2.2,0.412
AG-10525,Andy Gerbode,United States,Saint Petersburg,Florida,33710,South,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,46,3,2,3,19270,1662,17608,1.186,28,23,5,Increase,1.545,0.086
SP-20860,Sung Pak,United States,Philadelphia,Pennsylvania,19143,East,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710,2517,1193,1.541,34,24,10,Increase,0.7,0.678
NM-18445,Nathan Mautz,United States,New York City,New York,10024,East,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,3235,797,2438,0.541,32,34,-2,Decrease,1,0.246
FA-14230,Frank Atkinson,United States,Long Beach,California,90805,West,Existing Customer,44,F,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,11749,788,10961,0.688,27,7,20,Increase,0.929,0.067
GK-14620,Grace Kelly,United States,Hesperia,California,92345,West,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753,2100,5653,0.839,26,9,17,Increase,0.733,0.271
DJ-13510,Don Jones,United States,Murfreesboro,Tennessee,37130,South,Existing Customer,45,M,4,College,Divorced,$60K - $80K,Blue,40,5,1,0,10408,1186,9222,1.689,42,31,11,Increase,1.211,0.114
PO-18850,Patrick O'Brill,United States,Philadelphia,Pennsylvania,19143,East,Existing Customer,63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967,1568,2399,1.236,29,29,0,Decrease,1.231,0.395
JL-15850,John Lucas,United States,Philadelphia,Pennsylvania,19134,East,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205,2517,3688,0.939,19,28,-9,Decrease,0.727,0.406
DB-13615,Doug Bickford,United States,Los Angeles,California,90045,West,Attrited Customer,48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025,0,8025,0.654,18,22,-4,Decrease,0.8,0
AC-10420,Alyssa Crouse,United States,San Francisco,California,94122,West,Existing Customer,51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036,2327,6709,0.649,18,13,5,Increase,0.636,0.258
CC-12550,Clay Cheatham,United States,San Francisco,California,94122,West,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,14926,2517,12409,1.996,25,26,-1,Decrease,1.5,0.169
TD-20995,Tamara Dahlen,United States,Lowell,Massachusetts,1852,East,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,6335,1128,5207,0.397,20,9,11,Increase,0.667,0.178
AB-10060,Adam Bellavance,United States,New York City,New York,10009,East,Attrited Customer,59,M,1,College,Single,$60K - $80K,Blue,53,2,3,3,14979,0,14979,0.71,10,19,-9,Decrease,1,0
JL-15505,Jeremy Lonsdale,United States,New York City,New York,10035,East,Attrited Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2,3,2732,0,2732,0.76,16,27,-11,Decrease,0.455,0
VB-21745,Victoria Brennan,United States,Columbus,Georgia,31907,South,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250,2117,133,1.162,31,14,17,Increase,2.875,0.941
KW-16435,Katrina Willman,United States,New York City,New York,10009,East,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916,1536,9380,1.317,34,18,16,Increase,1,0.141
JD-16060,Julia Dunbar,United States,San Francisco,California,94109,West,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,36,4,1,3,5349,1228,4121,0.728,30,41,-11,Decrease,1.308,0.23
MK-17905,Michael Kennedy,United States,Manchester,Connecticut,6040,East,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366,1104,8262,0.572,39,23,16,Increase,0.625,0.118
GT-14755,Guy Thornton,United States,Harlingen,Texas,78550,Central,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,28,5,1,0,21617,0,21617,1.047,22,6,16,Increase,0.467,0
AG-10900,Arthur Gainer,United States,Tucson,Arizona,85705,West,Existing Customer,68,M,1,Graduate,Married,Unknown,Blue,56,5,2,3,13860,1652,12208,1.255,32,46,-14,Decrease,1.909,0.119
MM-18280,Muhammed MacIntyre,United States,Quincy,Illinois,62301,Central,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386,0,18386,0.868,22,9,13,Increase,0.571,0
AR-10405,Allen Rosenblatt,United States,Franklin,Massachusetts,2038,East,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405,1540,865,0.469,29,14,15,Increase,1.231,0.64
RA-19915,Russell Applegate,United States,Houston,Texas,77095,Central,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2,3,2154,930,1224,2.121,26,31,-5,Decrease,1.364,0.432
AS-10285,Alejandro Savely,United States,San Francisco,California,94109,West,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038,0,2038,0.786,28,41,-13,Decrease,0.75,0
LA-16780,Laura Armstrong,United States,Taylor,Michigan,48180,Central,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135,0,8135,1.373,29,6,23,Increase,0.812,0
DO-13435,Denny Ordway,United States,Pembroke Pines,Florida,33024,South,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364,618,8746,0.554,27,15,12,Increase,0.8,0.066
DK-13225,Dean Katz,United States,Philadelphia,Pennsylvania,19140,East,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643,0,32643,1.3,24,23,1,Increase,2.429,0
NG-18430,Nathan Gelder,United States,Cincinnati,Ohio,45231,East,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195,1954,1241,0.971,29,8,21,Increase,0.706,0.612
MV-18190,Mike Vittorini,United States,New York City,New York,10009,East,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852,1024,1828,1.009,28,10,18,Increase,1,0.359
JG-15115,Jack Garza,United States,Des Moines,Washington,98198,West,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224,1305,2919,0.852,31,29,2,Increase,0.824,0.309
BP-11095,Bart Pistole,United States,Peoria,Illinois,61604,Central,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459,2071,18388,1.248,38,39,-1,Decrease,2.167,0.101
VP-21730,Victor Preis,United States,Las Vegas,Nevada,89115,West,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,3482,2114,1368,0.508,24,29,-5,Decrease,0.263,0.607
SS-20140,Saphhira Shifley,United States,Warwick,Rhode Island,2886,East,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065,1570,1495,1.077,28,26,2,Increase,1.333,0.512
AG-10675,Anna Gayman,United States,Houston,Texas,77036,Central,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185,1761,424,0.682,30,39,-9,Decrease,0.429,0.806
LF-17185,Luke Foster,United States,Miami,Florida,33180,South,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,1611,746,865,0.993,29,40,-11,Decrease,0.706,0.463
RF-19840,Roy Französisch,United States,New York City,New York,10024,East,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822,2173,649,1.456,23,30,-7,Decrease,2.286,0.77
KH-16510,Keith Herrera,United States,San Francisco,California,94110,West,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975,2517,30458,0.658,17,6,11,Increase,0.7,0.076
KC-16675,Kimberly Carter,United States,Seattle,Washington,98105,West,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,0.776,53,25,28,Increase,0.828,0
CJ-12010,Caroline Jumper,United States,Huntington Beach,California,92646,West,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875,1719,14156,0.86,37,32,5,Increase,1.467,0.108
PB-19150,Philip Brown,United States,Los Angeles,California,90004,West,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703,893,5810,0.567,28,27,1,Increase,0.75,0.133
MP-17965,Michael Paige,United States,Lawrence,Massachusetts,1841,East,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212,0,3212,0.713,20,8,12,Increase,0.25,0
NF-18385,Natalie Fritzler,United States,Jackson,Mississippi,39212,South,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516,1260,33256,0.588,34,22,12,Increase,0.789,0.037
SD-20485,Shirley Daniels,United States,New Rochelle,New York,10801,East,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797,1434,8363,0.644,34,16,18,Increase,0.478,0.146
KH-16630,Ken Heidel,United States,San Antonio,Texas,78207,Central,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400,1777,8623,0.791,28,26,2,Increase,0.867,0.171
RB-19795,Ross Baird,United States,Gastonia,North Carolina,28052,South,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792,1836,24956,1.432,47,58,-11,Decrease,0.88,0.069
MK-18160,Mike Kennedy,United States,Jacksonville,Florida,32216,South,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006,2517,489,2.053,32,40,-8,Decrease,1,0.837
PO-19180,Philisse Overcash,United States,Chicago,Illinois,60623,Central,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482,1072,18410,0.706,22,11,11,Increase,1.444,0.055
BB-11545,Brenda Bowman,United States,Houston,Texas,77070,Central,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356,985,2371,0.35,28,40,-12,Decrease,0.556,0.294
TB-21595,Troy Blackwell,United States,Columbus,Indiana,47201,Central,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771,2248,3523,1.791,18,8,10,Increase,0.8,0.39
RB-19360,Raymond Buch,United States,Auburn,New York,13021,East,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106,2107,8999,0.948,24,33,-9,Decrease,1,0.19
EB-13705,Ed Braxton,United States,Akron,Ohio,44312,East,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890,2001,889,1.334,36,34,2,Increase,1,0.692
SC-20095,Sanjit Chand,United States,Concord,California,94521,West,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380,1701,1679,0.747,25,14,11,Increase,1.273,0.503
TN-21040,Tanja Norvell,United States,Phoenix,Arizona,85023,West,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331,1251,20080,0.949,50,11,39,Increase,1.083,0.059
JS-15940,Joni Sundaresam,United States,Park Ridge,Illinois,60068,Central,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860,0,12860,0.646,27,18,9,Increase,0.286,0
MH-17785,Maya Herman,United States,Lindenhurst,New York,11757,East,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278,462,5816,1.161,33,43,-10,Decrease,0.941,0.074
JP-15520,Jeremy Pistek,United States,San Francisco,California,94110,West,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,33,24,9,Increase,0.571,0.513
JE-15475,Jeremy Ellison,United States,Troy,New York,12180,East,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355,1626,7729,0.701,28,33,-5,Decrease,0.867,0.174
JG-15805,John Grady,United States,New York City,New York,10024,East,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758,0,20758,0.688,32,36,-4,Decrease,0.684,0
XP-21865,Xylona Preis,United States,San Diego,California,92024,West,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612,1976,12636,1.768,24,15,9,Increase,3,0.135
EM-14065,Erin Mull,United States,New York City,New York,10024,East,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,27259,0,27259,0.731,35,37,-2,Decrease,0.591,0
MT-18070,Michelle Tran,United States,Los Angeles,California,90045,West,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347,1594,4753,0.896,37,14,23,Increase,0.762,0.251
SA-20830,Sue Ann Reed,United States,Chicago,Illinois,60610,Central,Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592,1676,19916,1.097,52,25,27,Increase,0.529,0.078
CW-11905,Carl Weiss,United States,Huntsville,Texas,77340,Central,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449,1598,1851,0.971,42,32,10,Increase,0.556,0.463
AJ-10960,Astrea Jones,United States,Rochester,New York,14609,East,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028,799,5229,0.819,22,29,-7,Decrease,0.571,0.133
SS-20590,Sonia Sunley,United States,Seattle,Washington,98115,West,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214,1998,16216,0.829,21,13,8,Increase,1.1,0.11
RO-19780,Rose O'Brian,United States,Memphis,Tennessee,38109,South,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393,1423,14970,1.642,42,39,3,Increase,0.75,0.087
MD-17350,Maribeth Dona,United States,Fayetteville,Arkansas,72701,South,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,21,23,-2,Decrease,0.615,0.626
MY-17380,Maribeth Yedwab,United States,Parker,Colorado,80134,West,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871,1687,6184,1.242,22,9,13,Increase,1.444,0.214
CM-12385,Christopher Martinez,United States,Atlanta,Georgia,30318,South,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288,866,4422,0.869,42,46,-4,Decrease,0.75,0.164
LS-17245,Lynn Smith,United States,Gladstone,Missouri,64118,Central,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376,2006,9370,0.619,27,27,0,Decrease,0.8,0.176
BN-11515,Bradley Nguyen,United States,Los Angeles,California,90049,West,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302,1632,10670,1.509,41,40,1,Increase,0.519,0.133
DB-13210,Dean Braden,United States,Houston,Texas,77041,Central,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516,1679,32837,0.623,27,36,-9,Decrease,0.5,0.049
MC-17605,Matt Connell,United States,Detroit,Michigan,48234,Central,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516,1468,33048,0.505,32,8,24,Increase,0.684,0.043
BD-11605,Brian Dahlen,United States,Lawrence,Massachusetts,1841,East,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514,1580,8934,0.504,27,12,15,Increase,0.8,0.15
PH-18790,Patricia Hirasaki,United States,Lakeland,Florida,33801,South,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,27,25,2,Increase,0.421,0
MG-18145,Mike Gockenbach,United States,Philadelphia,Pennsylvania,19134,East,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,24,17,7,Increase,0.5,0
KB-16240,Karen Bern,United States,Los Angeles,California,90036,West,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619,1779,840,1.259,37,24,13,Increase,0.947,0.679
JC-15340,Jasper Cacioppo,United States,Los Angeles,California,90032,West,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407,2395,22012,1.071,48,25,23,Increase,0.714,0.098
RL-19615,Rob Lucas,United States,Montgomery,Alabama,36116,South,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377,1649,728,0.93,26,25,1,Increase,1.167,0.694
AA-10375,Allen Armold,United States,Mesa,Arizona,85204,West,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516,1359,33157,1.327,26,28,-2,Decrease,1.364,0.039
EP-13915,Emily Phan,United States,Chicago,Illinois,60653,Central,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086,2207,8879,0.869,40,18,22,Increase,1.105,0.199
DK-12985,Darren Koutras,United States,Henderson,Kentucky,42420,South,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432,2517,8915,0.615,37,47,-10,Decrease,0.762,0.22
BD-11500,Bradley Drucker,United States,Green Bay,Wisconsin,54302,Central,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258,1721,11537,0.908,21,35,-14,Decrease,1.333,0.13
LM-17065,Liz MacKendrick,United States,Springfield,Ohio,45503,East,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571,1955,616,0.531,24,22,2,Increase,0.714,0.76
AS-10135,Adrian Shami,United States,New York City,New York,10035,East,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781,1168,4613,0.638,32,16,16,Increase,0.455,0.202
BD-11320,Bill Donatelli,United States,San Francisco,California,94110,West,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872,2509,5363,0.971,32,40,-8,Decrease,0.882,0.319
GT-14710,Greg Tran,United States,Houston,Texas,77070,Central,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516,1202,33314,0.603,33,29,4,Increase,0.737,0.035
AJ-10945,Ashley Jarboe,United States,Wilmington,North Carolina,28403,South,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127,1835,9292,2.368,25,30,-5,Decrease,1.273,0.165
OT-18730,Olvera Toch,United States,Los Angeles,California,90045,West,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857,1603,254,0.579,43,18,25,Increase,1.263,0.863
LP-17080,Liz Pelletier,United States,San Francisco,California,94110,West,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913,1272,641,1.008,22,19,3,Increase,1,0.665
CA-12775,Cynthia Arntzen,United States,Tampa,Florida,33614,South,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839,2295,1544,0.569,24,29,-5,Decrease,0.714,0.598
JF-15490,Jeremy Farry,United States,Seattle,Washington,98105,West,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115,1141,974,0.616,20,6,14,Increase,0.538,0.539
FP-14320,Frank Preis,United States,Los Angeles,California,90008,West,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,29,28,1,Increase,1.071,0.472
EB-13840,Ellis Ballard,United States,Seattle,Washington,98105,West,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756,1789,25967,0.75,24,24,0,Decrease,0.846,0.064
JF-15415,Jennifer Ferguson,United States,New York City,New York,10024,East,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,26,8,18,Increase,0.625,0
SF-20200,Sarah Foster,United States,Marysville,Washington,98270,West,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878,2222,11656,0.853,38,14,24,Increase,0.357,0.16
TG-21640,Trudy Glocke,United States,Long Beach,California,90805,West,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106,1304,1802,0.604,38,44,-6,Decrease,0.407,0.42
CS-11950,Carlos Soltero,United States,Chicago,Illinois,60610,Central,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516,1666,32850,0.613,18,10,8,Increase,0.8,0.048
CC-12145,Charles Crestani,United States,Los Angeles,California,90004,West,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,12,7,5,Increase,0.714,0.713
DV-13465,Dianna Vittorini,United States,Denver,Colorado,80219,West,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871,1740,17131,1.727,21,7,14,Increase,2,0.092
BD-11725,Bruce Degenhardt,United States,Richmond,Kentucky,40475,South,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207,1748,3459,1.073,26,19,7,Increase,1,0.336
ZC-21910,Zuschuss Carroll,United States,Salem,Oregon,97301,West,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965,1644,16321,0.921,50,37,13,Increase,0.923,0.092
MS-17830,Melanie Seite,United States,Laredo,Texas,78041,Central,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733,1819,914,0.767,25,6,19,Increase,0.923,0.666
LR-16915,Lena Radford,United States,San Diego,California,92024,West,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863,1301,7562,1.207,27,36,-9,Decrease,1.455,0.147
TP-21130,Theone Pippenger,United States,Philadelphia,Pennsylvania,19134,East,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857,1833,24,0.723,17,26,-9,Decrease,0.7,0.987
CK-12205,Chloris Kastensmidt,United States,Philadelphia,Pennsylvania,19120,East,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516,0,34516,0.483,27,18,9,Increase,0.35,0
AS-10240,Alan Shonely,United States,Tampa,Florida,33614,South,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107,1222,9885,0.538,33,7,26,Increase,0.941,0.11
AR-10510,Andrew Roberts,United States,Philadelphia,Pennsylvania,19134,East,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573,1585,19988,0.621,36,46,-10,Decrease,2.273,0.073
NB-18655,Nona Balk,United States,Dallas,Texas,75217,Central,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859,2517,342,0.993,30,10,20,Increase,0.667,0.88
GD-14590,Giulietta Dortch,United States,Philadelphia,Pennsylvania,19143,East,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269,1475,3794,1.148,25,11,14,Increase,0.667,0.28
CK-12595,Clytie Kelty,United States,Grove City,Ohio,43123,East,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.734,21,10,11,Increase,0.615,0
NG-18355,Nat Gilpin,United States,New York City,New York,10011,East,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387,0,3387,0.789,24,38,-14,Decrease,0.6,0
CA-12265,Christina Anderson,United States,Chicago,Illinois,60610,Central,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982,1289,693,0.939,49,12,37,Increase,0.69,0.65
SF-20965,Sylvia Foulston,United States,Dearborn,Michigan,48126,Central,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645,1650,2995,0.912,33,16,17,Increase,0.65,0.355
MO-17800,Meg O'Connel,United States,New York City,New York,10009,East,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189,1666,523,0.343,36,30,6,Increase,0.636,0.761
AT-10735,Annie Thurman,United States,Seattle,Washington,98115,West,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442,0,2442,0.98,19,24,-5,Decrease,0.727,0
FM-14380,Fred McMath,United States,Aurora,Colorado,80013,West,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304,1532,19772,1.018,25,35,-10,Decrease,0.923,0.072
DJ-13420,Denny Joy,United States,Warner Robins,Georgia,31088,South,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577,2480,5097,0.435,35,47,-12,Decrease,0.167,0.327
ME-17725,Max Engle,United States,Aurora,Colorado,80013,West,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234,1486,1748,0.868,28,32,-4,Decrease,0.647,0.459
JD-16150,Justin Deggeller,United States,Minneapolis,Minnesota,55407,Central,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469,1125,3344,1.363,34,33,1,Increase,1.615,0.252
JL-15835,John Lee,United States,Mission Viejo,California,92691,West,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910,709,2201,0.538,27,35,-8,Decrease,0.588,0.244
SC-20305,Sean Christensen,United States,Rochester Hills,Michigan,48307,Central,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616,1054,2562,0.616,17,15,2,Increase,0.545,0.291
CC-12430,Chuck Clark,United States,Columbus,Indiana,47201,Central,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252,1495,1757,0.581,15,7,8,Increase,0.875,0.46
AR-10825,Anthony Rawles,United States,Vancouver,Washington,98661,West,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358,1152,1206,0.969,26,32,-6,Decrease,1.6,0.489
SR-20740,Steven Roelle,United States,New York City,New York,10024,East,Existing Customer,43,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,22322,953,21369,0.769,34,23,11,Increase,1.125,0.043
CR-12730,Craig Reiter,United States,Columbus,Ohio,43229,East,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133,1510,1623,0.609,38,6,32,Increase,0.462,0.482
EH-14125,Eugene Hildebrand,United States,Aurora,Illinois,60505,Central,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540,849,2691,0.456,28,21,7,Increase,0.75,0.24
SP-20545,Sibella Parks,United States,New York City,New York,10011,East,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990,1378,5612,0.73,29,28,1,Increase,0.611,0.197
